0,0,0,0,0,0,0,0,2,0,15944,0,0,0,0,84,3969,23,2455,2754,0,0,1238,118,0,10620,5834,6254,6858,521,24820,72365,3039,27475,171063,43899,1178,79389,0,42,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,1,9,10,3,7,8,24,15,27,54,41,77,81,140,213,312,514,691,991,554,157,0,0,0,0,0,0,0,0,0,0
